utterances,serialized_schema,table_used
['Which places did Alison visit'],"  ref_hotel_star_ratings : star_rating_code , star_rating_description | locations : location_id , location_name , address , other_details | ref_attraction_types : attraction_type_code , attraction_type_description | visitors : tourist_id , tourist_details  | features : feature_id , feature_details | hotels : hotel_id , star_rating_code , pets_allowed_yn , price_range , other_hotel_details | tourist_attractions : tourist_attraction_id , attraction_type_code , location_id , how_to_get_there , name , description , opening_hours , other_details | street_markets : market_id , market_details | shops : shop_id , shop_details | museums : museum_id , museum_details | royal_family : royal_family_id , royal_family_details | theme_parks : theme_park_id , theme_park_details | visits : visit_id , tourist_attraction_id , tourist_id , visit_date , visit_details | photos : photo_id , tourist_attraction_id , name , description , filename , other_details | staff : staff_id , tourist_attraction_id , name , other_details | tourist_attraction_features : tourist_attraction_id , feature_id",Tourist_Attractions
"['Which places did Alison visit', 'And which of those did Rosalind not visit']","  ref_hotel_star_ratings : star_rating_code , star_rating_description | locations : location_id , location_name , address , other_details | ref_attraction_types : attraction_type_code , attraction_type_description | visitors : tourist_id , tourist_details  | features : feature_id , feature_details | hotels : hotel_id , star_rating_code , pets_allowed_yn , price_range , other_hotel_details | tourist_attractions : tourist_attraction_id , attraction_type_code , location_id , how_to_get_there , name , description , opening_hours , other_details | street_markets : market_id , market_details | shops : shop_id , shop_details | museums : museum_id , museum_details | royal_family : royal_family_id , royal_family_details | theme_parks : theme_park_id , theme_park_details | visits : visit_id , tourist_attraction_id , tourist_id , visit_date , visit_details | photos : photo_id , tourist_attraction_id , name , description , filename , other_details | staff : staff_id , tourist_attraction_id , name , other_details | tourist_attraction_features : tourist_attraction_id , feature_id",Tourist_Attractions
"['Hi, how many years has the Monaco Grand Prix been held?', 'Would you like the number of distinct years found for races?', 'yes please!']","  circuits : circuitid , circuitref  , name , location , country  , lat , lng , alt , url | races : raceid , year , round , circuitid , name  , date , time , url | drivers : driverid , driverref , number , code , forename , surname , dob , nationality , url | status : statusid , status | seasons : year , url | constructors : constructorid , constructorref , name , nationality , url | constructorstandings : constructorstandingsid , raceid , constructorid , points , position , positiontext , wins | results : resultid , raceid , driverid , constructorid , number , grid , position , positiontext , positionorder , points , laps , time , milliseconds , fastestlap , rank , fastestlaptime , fastestlapspeed , statusid | driverstandings : driverstandingsid , raceid , driverid , points , position , positiontext , wins | constructorresults : constructorresultsid , raceid , constructorid , points , status | qualifying : qualifyid , raceid , driverid , constructorid , number , position , q1 , q2 , q3 | pitstops : raceid , driverid , stop , lap , time , duration , milliseconds | laptimes : raceid , driverid , lap , position , time , milliseconds",races
"['Hi, how many years has the Monaco Grand Prix been held?', 'Would you like the number of distinct years found for races?', 'yes please!', 'okay great - can you tell me the maximum fastest lap speed during this race?']","  circuits : circuitid , circuitref  , name , location , country  , lat , lng , alt , url | races : raceid , year , round , circuitid , name  , date , time , url | drivers : driverid , driverref  , number , code , forename , surname  , dob , nationality , url | status : statusid , status | seasons : year , url | constructors : constructorid , constructorref , name , nationality , url | constructorstandings : constructorstandingsid , raceid , constructorid , points , position , positiontext , wins | results : resultid , raceid , driverid , constructorid , number , grid , position , positiontext , positionorder , points , laps , time , milliseconds , fastestlap , rank , fastestlaptime , fastestlapspeed , statusid | driverstandings : driverstandingsid , raceid , driverid , points , position , positiontext , wins | constructorresults : constructorresultsid , raceid , constructorid , points , status | qualifying : qualifyid , raceid , driverid , constructorid , number , position , q1 , q2 , q3 | pitstops : raceid , driverid , stop , lap , time , duration , milliseconds | laptimes : raceid , driverid , lap , position , time , milliseconds",races
['How many student in total participate in the tryout?'],"  college : cname , state , enr | player : pid , pname , ycard , hs | tryout : pid , cname , ppos , decision",tryout
"['How many student in total participate in the tryout?', 'For which colleges?']","  college : cname , state , enr | player : pid , pname , ycard , hs | tryout : pid , cname , ppos , decision",tryout
"['How many student in total participate in the tryout?', 'For which colleges?', 'Can I see that list in a descending order based on student count?']","  college : cname , state , enr | player : pid , pname , ycard , hs | tryout : pid , cname , ppos , decision",tryout
"['How many performances are listed?', 'Did you mean the count of Performance ID in the member attendance table ？', 'Yes']","  member : member_id , name , nationality , role | performance : performance_id , date , host , location , attendance | member_attendance : member_id , performance_id , num_of_pieces",member_attendance
"['How many performances are listed?', 'Did you mean the count of Performance ID in the member attendance table ？', 'Yes', 'What are the roles for each performance?']","  member : member_id , name , nationality , role | performance : performance_id , date , host , location , attendance | member_attendance : member_id , performance_id , num_of_pieces",member
"['How many performances are listed?', 'Did you mean the count of Performance ID in the member attendance table ？', 'Yes', 'What are the roles for each performance?', 'What country is each member from?', 'Did  you  mean  show  the name of member  and the related\tNationality?', 'yes']","  member : member_id , name , nationality , role | performance : performance_id , date , host , location , attendance | member_attendance : member_id , performance_id , num_of_pieces",member
['find the name of the Track 2?'],"  album : albumid , title , artistid | artist : artistid , name | customer : customerid , firstname , lastname , company , address , city , state , country , postalcode , phone , fax , email , supportrepid | employee : employeeid , lastname , firstname , title , reportsto , birthdate , hiredate , address , city , state , country , postalcode , phone , fax , email | genre : genreid , name | invoice : invoiceid , customerid , invoicedate , billingaddress , billingcity , billingstate , billingcountry , billingpostalcode , total | invoiceline : invoicelineid , invoiceid , trackid , unitprice , quantity | mediatype : mediatypeid , name | playlist : playlistid , name | playlisttrack : playlistid , trackid | track : trackid , name , albumid , mediatypeid , genreid , composer , milliseconds , bytes , unitprice",Track
"['find the name of the Track 2?', 'what is the unit price of the Fast as a shark?']","  album : albumid , title , artistid | artist : artistid , name | customer : customerid , firstname , lastname , company , address , city , state , country , postalcode , phone , fax , email , supportrepid | employee : employeeid , lastname , firstname , title , reportsto , birthdate , hiredate , address , city , state , country , postalcode , phone , fax , email | genre : genreid , name | invoice : invoiceid , customerid , invoicedate , billingaddress , billingcity , billingstate , billingcountry , billingpostalcode , total | invoiceline : invoicelineid , invoiceid , trackid , unitprice , quantity | mediatype : mediatypeid , name | playlist : playlistid , name | playlisttrack : playlistid , trackid | track : trackid , name  , albumid , mediatypeid , genreid , composer , milliseconds , bytes , unitprice",Track
"['find the name of the Track 2?', 'what is the unit price of the Fast as a shark?', 'Find the milliseconds of Track id 1?']","  album : albumid , title , artistid | artist : artistid , name | customer : customerid , firstname , lastname , company , address , city , state , country , postalcode , phone , fax , email , supportrepid | employee : employeeid , lastname , firstname , title , reportsto , birthdate , hiredate , address , city , state , country , postalcode , phone , fax , email | genre : genreid , name | invoice : invoiceid , customerid , invoicedate , billingaddress , billingcity , billingstate , billingcountry , billingpostalcode , total | invoiceline : invoicelineid , invoiceid , trackid , unitprice , quantity | mediatype : mediatypeid , name | playlist : playlistid , name | playlisttrack : playlistid , trackid | track : trackid , name  , albumid , mediatypeid , genreid , composer , milliseconds , bytes , unitprice",Track
"['For the documents with the description ""Regular"", what are all of their response received dates?']","  document_types : document_type_code , document_description  | documents : document_id , document_type_code , grant_id , sent_date , response_received_date , other_details | grants : grant_id , organisation_id , grant_amount , grant_start_date , grant_end_date , other_details | organisation_types : organisation_type , organisation_type_description | organisations : organisation_id , organisation_type , organisation_details | project_outcomes : project_id , outcome_code , outcome_details | project_staff : staff_id , project_id , role_code , date_from , date_to , other_details | projects : project_id , organisation_id , project_details | research_outcomes : outcome_code , outcome_description | research_staff : staff_id , employer_organisation_id , staff_details | staff_roles : role_code , role_description | tasks : task_id , project_id , task_details , eg agree objectives",Documents
"['For the documents with the description ""Regular"", what are all of their response received dates?', 'What are the grant amounts for those?']","  document_types : document_type_code , document_description  | documents : document_id , document_type_code , grant_id , sent_date , response_received_date , other_details | grants : grant_id , organisation_id , grant_amount , grant_start_date , grant_end_date , other_details | organisation_types : organisation_type , organisation_type_description | organisations : organisation_id , organisation_type , organisation_details | project_outcomes : project_id , outcome_code , outcome_details | project_staff : staff_id , project_id , role_code , date_from , date_to , other_details | projects : project_id , organisation_id , project_details | research_outcomes : outcome_code , outcome_description | research_staff : staff_id , employer_organisation_id , staff_details | staff_roles : role_code , role_description | tasks : task_id , project_id , task_details , eg agree objectives",Documents
"['For the documents with the description ""Regular"", what are all of their response received dates?', 'What are the grant amounts for those?', 'Can you find the response received dates for all grants that were over 100?']","  document_types : document_type_code , document_description  | documents : document_id , document_type_code , grant_id , sent_date , response_received_date , other_details | grants : grant_id , organisation_id , grant_amount , grant_start_date , grant_end_date , other_details | organisation_types : organisation_type , organisation_type_description | organisations : organisation_id , organisation_type , organisation_details | project_outcomes : project_id , outcome_code , outcome_details | project_staff : staff_id , project_id , role_code , date_from , date_to , other_details | projects : project_id , organisation_id , project_details | research_outcomes : outcome_code , outcome_description | research_staff : staff_id , employer_organisation_id , staff_details | staff_roles : role_code , role_description | tasks : task_id , project_id , task_details , eg agree objectives",Documents
['Can you tell me the id of the students who registered for course 301?'],"  addresses : address_id , line_1 , line_2 , city , zip_postcode , state_province_county , country | people : person_id , first_name , middle_name , last_name , cell_mobile_number , email_address , login_name , password | students : student_id , student_details | courses : course_id , course_name , course_description , other_details | people_addresses : person_address_id , person_id , address_id , date_from , date_to | student_course_registrations : student_id , course_id , registration_date | student_course_attendance : student_id , course_id , date_of_attendance | candidates : candidate_id , candidate_details | candidate_assessments : candidate_id , qualification , assessment_date , asessment_outcome_code",student_course_attendance
"['Can you tell me the id of the students who registered for course 301?', 'Which one of them registered the earliest?']","  addresses : address_id , line_1 , line_2 , city , zip_postcode , state_province_county , country | people : person_id , first_name , middle_name , last_name , cell_mobile_number , email_address , login_name , password | students : student_id , student_details | courses : course_id , course_name , course_description , other_details | people_addresses : person_address_id , person_id , address_id , date_from , date_to | student_course_registrations : student_id , course_id , registration_date | student_course_attendance : student_id , course_id , date_of_attendance | candidates : candidate_id , candidate_details | candidate_assessments : candidate_id , qualification , assessment_date , asessment_outcome_code",student_course_attendance
"['Can you tell me the id of the students who registered for course 301?', 'Which one of them registered the earliest?', 'Which one registered most recently for that course?']","  addresses : address_id , line_1 , line_2 , city , zip_postcode , state_province_county , country | people : person_id , first_name , middle_name , last_name , cell_mobile_number , email_address , login_name , password | students : student_id , student_details | courses : course_id , course_name , course_description , other_details | people_addresses : person_address_id , person_id , address_id , date_from , date_to | student_course_registrations : student_id , course_id , registration_date | student_course_attendance : student_id , course_id , date_of_attendance | candidates : candidate_id , candidate_details | candidate_assessments : candidate_id , qualification , assessment_date , asessment_outcome_code",student_course_attendance
"['yes', 'Please clarify which one do you need', 'I need the Checking balance']","  accounts : custid , name | savings : custid , balance | checking : custid , balance",checking
"['yes', 'Please clarify which one do you need', 'I need the Checking balance', 'what is the name of the custid 2 in Table  name: ACCOUNTS']","  accounts : custid , name | savings : custid , balance | checking : custid , balance",accounts
"['yes', 'Please clarify which one do you need', 'I need the Checking balance', 'what is the name of the custid 2 in Table  name: ACCOUNTS', 'what is the saving Balance Amount of the custid 2']","  accounts : custid , name | savings : custid , balance | checking : custid , balance",savings
['Could you tell me how many employees have the job title PU_MAN?'],"  regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id  , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id  , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id",employees
"['Could you tell me how many employees have the job title PU_MAN?', 'What is the salary of that employee?']","  regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id  , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id  , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id",employees
"['Could you tell me how many employees have the job title PU_MAN?', 'What is the salary of that employee?', 'How many employees have a higher salary than that?']","  regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id  , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id  , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id",employees
['How many employees are there?'],"  ref_document_types : document_type_code , document_type_description | roles : role_code , role_description | addresses : address_id , address_details | ref_document_status : document_status_code , document_status_description | ref_shipping_agents : shipping_agent_code , shipping_agent_name , shipping_agent_description | documents : document_id , document_status_code , document_type_code , shipping_agent_code , receipt_date , receipt_number , other_details | employees : employee_id , role_code , employee_name , other_details | document_drafts : document_id , draft_number , draft_details | draft_copies : document_id , draft_number , copy_number | circulation_history : document_id , draft_number , copy_number , employee_id | documents_mailed : document_id , mailed_to_address_id , mailing_date",Employees
"['How many employees are there?', 'How many employees are in the circulation history with the document id 1?']","  ref_document_types : document_type_code , document_type_description | roles : role_code , role_description | addresses : address_id , address_details | ref_document_status : document_status_code , document_status_description | ref_shipping_agents : shipping_agent_code , shipping_agent_name , shipping_agent_description | documents : document_id , document_status_code , document_type_code , shipping_agent_code , receipt_date , receipt_number , other_details | employees : employee_id , role_code , employee_name , other_details | document_drafts : document_id , draft_number , draft_details | draft_copies : document_id , draft_number , copy_number | circulation_history : document_id , draft_number , copy_number , employee_id | documents_mailed : document_id , mailed_to_address_id , mailing_date",circulation_history
"['How many employees are there?', 'How many employees are in the circulation history with the document id 1?', 'Can you tell me the name of the employee that is in the circulation history with document id 1?']","  ref_document_types : document_type_code , document_type_description | roles : role_code , role_description | addresses : address_id , address_details | ref_document_status : document_status_code , document_status_description | ref_shipping_agents : shipping_agent_code , shipping_agent_name , shipping_agent_description | documents : document_id , document_status_code , document_type_code , shipping_agent_code , receipt_date , receipt_number , other_details | employees : employee_id , role_code , employee_name , other_details | document_drafts : document_id , draft_number , draft_details | draft_copies : document_id , draft_number , copy_number | circulation_history : document_id , draft_number , copy_number , employee_id | documents_mailed : document_id , mailed_to_address_id , mailing_date",employees
"['Hi, what journalist had worked the most amount of years?']","  event : event_id , date , venue , name , event_attendance | journalist : journalist_id , name , nationality , age , years_working | news_report : journalist_id , event_id , work_type",journalist
"['Hi, what journalist had worked the most amount of years?', 'Which journalist has worked the 2nd most amount of years?']","  event : event_id , date , venue , name , event_attendance | journalist : journalist_id , name , nationality , age , years_working | news_report : journalist_id , event_id , work_type",journalist
"['Hi, what journalist had worked the most amount of years?', 'Which journalist has worked the 2nd most amount of years?', 'Thank you, for the journalist with the ID of 4, what is his name?']","  event : event_id , date , venue , name , event_attendance | journalist : journalist_id , name , nationality , age , years_working | news_report : journalist_id , event_id , work_type",journalist
"[""Which employees don't have certificates?""]","  flight : flno , origin , destination , distance , departure_date , arrival_date , price , aid | aircraft : aid , name , distance | employee : eid , name , salary | certificate : eid , aid",Employee
"[""Which employees don't have certificates?"", 'What are their names?']","  flight : flno , origin , destination , distance , departure_date , arrival_date , price , aid | aircraft : aid , name , distance | employee : eid , name , salary | certificate : eid , aid",Employee
"[""Which employees don't have certificates?"", 'What are their names?', ""How many employees don't have certificates?""]","  flight : flno , origin , destination , distance , departure_date , arrival_date , price , aid | aircraft : aid , name , distance | employee : eid , name , salary | certificate : eid , aid",Employee
['Hello!  Can you provide me with a list of Instructor IDs for those who did not teach any courses?'],"  classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id",instructor
"['Hello!  Can you provide me with a list of Instructor IDs for those who did not teach any courses?', ""Thank you!  Can you update that list with the professors' names?""]","  classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id",instructor
"['Hello!  Can you provide me with a list of Instructor IDs for those who did not teach any courses?', ""Thank you!  Can you update that list with the professors' names?"", 'Thank you!  Can you update that list to include the instructor names and which departments they are in?']","  classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id",instructor
['which team performed in Ave Maria university ?'],"  building : building_id , name , street_address , years_as_tallest , height_feet , floors | institution : institution_id , institution  , location , founded , type , enrollment , team , primary_conference , building_id | protein : common_name , protein_name , divergence_from_human_lineage , accession_number , sequence_length , sequence_identity_to_human_protein , institution_id",institution
"['which team performed in Ave Maria university ?', 'How many number of floors are in Tampa City Hall ?']","  building : building_id , name  , street_address , years_as_tallest , height_feet , floors | institution : institution_id , institution  , location , founded , type , enrollment , team , primary_conference , building_id | protein : common_name , protein_name , divergence_from_human_lineage , accession_number , sequence_length , sequence_identity_to_human_protein , institution_id",building
"['which team performed in Ave Maria university ?', 'How many number of floors are in Tampa City Hall ?', 'How can i reach at Tampa city Hall can you send me the address ?']","  building : building_id , name  , street_address , years_as_tallest , height_feet , floors | institution : institution_id , institution  , location , founded , type , enrollment , team , primary_conference , building_id | protein : common_name , protein_name , divergence_from_human_lineage , accession_number , sequence_length , sequence_identity_to_human_protein , institution_id",building
"['in what department is Rumat?', 'Do you want the name of the department?', 'Yes!']","  classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name  , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id",student
['Find the state and country of all cities with post code starting with 4.'],"  addresses : address_id , address_content , city , zip_postcode , state_province_county , country , other_address_details | products : product_id , product_details | customers : customer_id , payment_method , customer_name , date_became_customer , other_customer_details | customer_addresses : customer_id , address_id , date_address_from , address_type , date_address_to | customer_contact_channels : customer_id , channel_code , active_from_date , active_to_date , contact_number | customer_orders : order_id , customer_id , order_status , order_date , order_details | order_items : order_id , product_id , order_quantity",addresses
"['Find the state and country of all cities with post code starting with 4.', 'What are the cities in Colorado that have post codes starting with 4.']","  addresses : address_id , address_content , city , zip_postcode , state_province_county  , country , other_address_details | products : product_id , product_details | customers : customer_id , payment_method , customer_name , date_became_customer , other_customer_details | customer_addresses : customer_id , address_id , date_address_from , address_type , date_address_to | customer_contact_channels : customer_id , channel_code , active_from_date , active_to_date , contact_number | customer_orders : order_id , customer_id , order_status , order_date , order_details | order_items : order_id , product_id , order_quantity",addresses
"['Find the state and country of all cities with post code starting with 4.', 'What are the cities in Colorado that have post codes starting with 4.', 'How about cities in Texas that have post codes starting with 4?']","  addresses : address_id , address_content , city , zip_postcode , state_province_county  , country , other_address_details | products : product_id , product_details | customers : customer_id , payment_method , customer_name , date_became_customer , other_customer_details | customer_addresses : customer_id , address_id , date_address_from , address_type , date_address_to | customer_contact_channels : customer_id , channel_code , active_from_date , active_to_date , contact_number | customer_orders : order_id , customer_id , order_status , order_date , order_details | order_items : order_id , product_id , order_quantity",addresses
"['Which company has the largest sales?', 'Did you mean the name of the company with the largest sales?', 'Yes thr name of the company that has the largest sales']","  people : people_id , age , name , nationality , graduation_college | company : company_id , name , headquarters , industry , sales_in_billion , profits_in_billion , assets_in_billion , market_value_in_billion | employment : company_id , people_id , year_working",company
"['Which company has the largest sales?', 'Did you mean the name of the company with the largest sales?', 'Yes thr name of the company that has the largest sales', 'Where is the headquarters of royal dutch shell?']","  people : people_id , age , name , nationality , graduation_college | company : company_id , name  , headquarters , industry , sales_in_billion , profits_in_billion , assets_in_billion , market_value_in_billion | employment : company_id , people_id , year_working",company
"['Which company has the largest sales?', 'Did you mean the name of the company with the largest sales?', 'Yes thr name of the company that has the largest sales', 'Where is the headquarters of royal dutch shell?', 'What kind of industry does royal dutch shell belongs to?']","  people : people_id , age , name , nationality , graduation_college | company : company_id , name  , headquarters , industry , sales_in_billion , profits_in_billion , assets_in_billion , market_value_in_billion | employment : company_id , people_id , year_working",company
"['How about for all employees with the role name ""Human Resource""?']","  ref_document_types : document_type_code , document_type_name , document_type_description | ref_calendar : calendar_date , day_number | ref_locations : location_code , location_name , location_description | roles : role_code , role_name  , role_description | all_documents : document_id , date_stored , document_type_code , document_name , document_description , other_details | employees : employee_id , role_code , employee_name , gender_mfu , date_of_birth , other_details | document_locations : document_id , location_code , date_in_location_from , date_in_locaton_to | documents_to_be_destroyed : document_id , destruction_authorised_by_employee_id , destroyed_by_employee_id , planned_destruction_date , actual_destruction_date , other_details",Employees
"['How about for all employees with the role name ""Human Resource""?', ""What is that employee's name?""]","  ref_document_types : document_type_code , document_type_name , document_type_description | ref_calendar : calendar_date , day_number | ref_locations : location_code , location_name , location_description | roles : role_code , role_name  , role_description | all_documents : document_id , date_stored , document_type_code , document_name , document_description , other_details | employees : employee_id , role_code , employee_name , gender_mfu , date_of_birth , other_details | document_locations : document_id , location_code , date_in_location_from , date_in_locaton_to | documents_to_be_destroyed : document_id , destruction_authorised_by_employee_id , destroyed_by_employee_id , planned_destruction_date , actual_destruction_date , other_details",Employees
"['How about for all employees with the role name ""Human Resource""?', ""What is that employee's name?"", 'What is the name of the employee whose role name is Manager?']","  ref_document_types : document_type_code , document_type_name , document_type_description | ref_calendar : calendar_date , day_number | ref_locations : location_code , location_name , location_description | roles : role_code , role_name  , role_description | all_documents : document_id , date_stored , document_type_code , document_name , document_description , other_details | employees : employee_id , role_code , employee_name , gender_mfu , date_of_birth , other_details | document_locations : document_id , location_code , date_in_location_from , date_in_locaton_to | documents_to_be_destroyed : document_id , destruction_authorised_by_employee_id , destroyed_by_employee_id , planned_destruction_date , actual_destruction_date , other_details",Employees
['Hi - Can you tell me which department has the most students?'],"  class : class_code , crs_code , class_section , class_time , class_room , prof_num | course : crs_code , dept_code , crs_description , crs_credit | department : dept_code , dept_name , school_code , emp_num , dept_address , dept_extension | employee : emp_num , emp_lname , emp_fname , emp_initial , emp_jobcode , emp_hiredate , emp_dob | enroll : class_code , stu_num , enroll_grade | professor : emp_num , dept_code , prof_office , prof_extension , prof_high_degree | student : stu_num , stu_lname , stu_fname , stu_init , stu_dob , stu_hrs , stu_class , stu_gpa , stu_transfer , dept_code , stu_phone , prof_num",student
"['Hi - Can you tell me which department has the most students?', 'How many students are in the Accounting department?']","  class : class_code , crs_code , class_section , class_time , class_room , prof_num | course : crs_code , dept_code , crs_description  , crs_credit | department : dept_code , dept_name  , school_code , emp_num , dept_address , dept_extension | employee : emp_num , emp_lname , emp_fname , emp_initial , emp_jobcode , emp_hiredate , emp_dob | enroll : class_code , stu_num , enroll_grade | professor : emp_num , dept_code , prof_office , prof_extension , prof_high_degree | student : stu_num , stu_lname , stu_fname , stu_init , stu_dob , stu_hrs , stu_class , stu_gpa , stu_transfer , dept_code , stu_phone , prof_num",student
"['Hi - Can you tell me which department has the most students?', 'How many students are in the Accounting department?', 'Please tell me the address of the Accounting department.']","  class : class_code , crs_code , class_section , class_time , class_room , prof_num | course : crs_code , dept_code , crs_description  , crs_credit | department : dept_code , dept_name  , school_code , emp_num , dept_address , dept_extension | employee : emp_num , emp_lname , emp_fname , emp_initial , emp_jobcode , emp_hiredate , emp_dob | enroll : class_code , stu_num , enroll_grade | professor : emp_num , dept_code , prof_office , prof_extension , prof_high_degree | student : stu_num , stu_lname , stu_fname , stu_init , stu_dob , stu_hrs , stu_class , stu_gpa , stu_transfer , dept_code , stu_phone , prof_num",department
['What is the market share of Internet explorer'],"  web_client_accelerator : id , name , operating_system , client , connection | browser : id , name  , market_share | accelerator_compatible_browser : accelerator_id , browser_id , compatible_since_year",browser
"['What is the market share of Internet explorer', ""What about Firefox's Market share""]","  web_client_accelerator : id , name , operating_system , client , connection | browser : id , name  , market_share | accelerator_compatible_browser : accelerator_id , browser_id , compatible_since_year",browser
"['What is the market share of Internet explorer', ""What about Firefox's Market share"", '* I have left the chat *']","  web_client_accelerator : id , name , operating_system , client , connection | browser : id , name  , market_share | accelerator_compatible_browser : accelerator_id , browser_id , compatible_since_year",browser
['What is the nationality of Zaha Hadid?'],"  architect : id , name  , nationality , gender | bridge : architect_id , id , name , location , length_meters , length_feet | mill : architect_id , id , location , name , type , built_year , notes",architect
"['What is the nationality of Zaha Hadid?', 'What is the gender of Frank Gehry?']","  architect : id , name  , nationality , gender | bridge : architect_id , id , name , location , length_meters , length_feet | mill : architect_id , id , location , name , type , built_year , notes",architect
"['What is the nationality of Zaha Hadid?', 'What is the gender of Frank Gehry?', 'What is the built year of architect id 2?']","  architect : id , name  , nationality , gender | bridge : architect_id , id , name , location , length_meters , length_feet | mill : architect_id , id , location , name , type , built_year , notes",mill
"['Give me the details of the organizations described as ""Sponsor"" in alphabetical order']","  document_types : document_type_code , document_description | documents : document_id , document_type_code , grant_id , sent_date , response_received_date , other_details | grants : grant_id , organisation_id , grant_amount , grant_start_date , grant_end_date , other_details | organisation_types : organisation_type , organisation_type_description  | organisations : organisation_id , organisation_type , organisation_details | project_outcomes : project_id , outcome_code , outcome_details | project_staff : staff_id , project_id , role_code , date_from , date_to , other_details | projects : project_id , organisation_id , project_details | research_outcomes : outcome_code , outcome_description | research_staff : staff_id , employer_organisation_id , staff_details | staff_roles : role_code , role_description | tasks : task_id , project_id , task_details , eg agree objectives",Organisations
"['Give me the details of the organizations described as ""Sponsor"" in alphabetical order', 'What about their IDs?']","  document_types : document_type_code , document_description | documents : document_id , document_type_code , grant_id , sent_date , response_received_date , other_details | grants : grant_id , organisation_id , grant_amount , grant_start_date , grant_end_date , other_details | organisation_types : organisation_type , organisation_type_description  | organisations : organisation_id , organisation_type , organisation_details | project_outcomes : project_id , outcome_code , outcome_details | project_staff : staff_id , project_id , role_code , date_from , date_to , other_details | projects : project_id , organisation_id , project_details | research_outcomes : outcome_code , outcome_description | research_staff : staff_id , employer_organisation_id , staff_details | staff_roles : role_code , role_description | tasks : task_id , project_id , task_details , eg agree objectives",Organisations
"['Give me the details of the organizations described as ""Sponsor"" in alphabetical order', 'What about their IDs?', 'How many are there?']","  document_types : document_type_code , document_description | documents : document_id , document_type_code , grant_id , sent_date , response_received_date , other_details | grants : grant_id , organisation_id , grant_amount , grant_start_date , grant_end_date , other_details | organisation_types : organisation_type , organisation_type_description  | organisations : organisation_id , organisation_type , organisation_details | project_outcomes : project_id , outcome_code , outcome_details | project_staff : staff_id , project_id , role_code , date_from , date_to , other_details | projects : project_id , organisation_id , project_details | research_outcomes : outcome_code , outcome_description | research_staff : staff_id , employer_organisation_id , staff_details | staff_roles : role_code , role_description | tasks : task_id , project_id , task_details , eg agree objectives",Organisations
"['What is the highest number of enrollments?', 'do you mean the highest number of course enrollments of student?', 'yes']","  course_authors_and_tutors : author_id , author_tutor_atb , login_name , password , personal_name , middle_name , family_name , gender_mf , address_line_1 | students : student_id , date_of_registration , date_of_latest_logon , login_name , password , personal_name , middle_name , family_name | subjects : subject_id , subject_name | courses : course_id , author_id , subject_id , course_name , course_description | student_course_enrolment : registration_id , student_id , course_id , date_of_enrolment , date_of_completion | student_tests_taken : registration_id , date_test_taken , test_result",Student_Course_Enrolment
